YEAR,MONTH,DAY,ORDER,COUNTRY,SESSION_ID,PAGE_1_MAIN_CATEGORY,PAGE_2_CLOTHING_MODEL,COLOUR,LOCATION,MODEL_PHOTOGRAPHY,PRICE,PRICE_2_HIGHER_THAN_AVG,PAGE,PURCHASE_COMPLETED,REVENUE
2008,6,30,21,2.0,1025,1,68,13,3,2,242.47,2,4,2,271.54
2008,6,3,21,9.0,1026,2,28,13,1,1,23.08,1,4,2,27.54
2008,5,27,48,31.0,1027,2,89,9,6,1,289.66,2,4,2,380.05
2008,7,26,21,25.0,1028,3,186,1,5,2,134.11,1,4,2,178.85
2008,7,11,4,37.0,1029,4,178,9,5,2,63.97,2,4,2,83.49
2008,6,7,1,36.0,1030,3,106,4,6,2,304.42,1,3,2,424.98
2008,7,29,26,5.0,1031,4,67,7,3,1,144.76,2,2,2,159.33
2008,7,17,2,24.0,1032,2,122,6,4,1,282.98,1,2,2,375.1
2008,4,25,9,24.0,1033,1,159,9,1,1,12.53,1,1,2,16.87
2008,6,9,45,29.0,1034,3,101,2,4,2,186.28,1,5,2,220.49
2008,8,21,18,45.0,1035,4,12,11,5,2,433.38,2,3,2,590.98
2008,6,9,48,31.0,1036,2,183,2,2,1,326.81,2,4,2,444.98
2008,8,10,48,37.0,1037,1,101,7,4,2,434.42,1,2,2,569.99
2008,4,13,42,19.0,1038,3,4,12,2,1,371.53,2,1,2,447.22
2008,5,15,41,23.0,1039,3,121,9,3,2,361.26,2,4,2,457.58
2008,7,22,11,35.0,1040,2,42,5,5,2,435.66,2,1,2,526.7
2008,4,5,25,6.0,1041,3,182,7,2,2,14.67,1,4,2,20.65
2008,7,29,26,6.0,1042,2,22,11,1,1,212.9,1,4,2,286.87
2008,5,3,36,37.0,1043,3,1,8,5,2,480.4,1,2,2,557.5
2008,5,27,42,30.0,1044,1,48,14,3,1,92.7,2,2,1,123.02
2008,4,27,35,1.0,1045,1,43,8,1,1,328.6,2,4,2,480.18
2008,5,8,38,8.0,1046,3,102,4,5,1,396.15,2,2,2,567.73
2008,8,20,3,28.0,1047,2,148,10,4,1,,2,3,2,
2008,5,10,41,25.0,1048,4,18,7,6,2,436.54,1,4,2,640.32
2008,7,13,35,33.0,1049,3,198,1,5,1,339.91,2,2,2,399.49
2008,7,29,40,38.0,1050,4,177,4,1,2,357.02,2,1,2,495.49
2008,7,3,22,14.0,1051,2,76,12,2,1,174.8,1,1,2,237.33
2008,7,29,8,11.0,1052,4,145,13,2,2,115.85,2,1,2,128.98
2008,8,22,15,2.0,1053,3,181,14,5,1,479.52,2,5,2,676.74
2008,6,8,45,30.0,1054,1,150,13,5,2,487.91,2,1,2,577.14
2008,4,29,7,30.0,1055,2,82,5,3,1,215.18,1,1,2,315.63
2008,7,9,19,4.0,1056,1,10,14,4,1,,2,3,2,
2008,5,30,40,13.0,1057,1,24,10,3,2,228.6,1,3,2,321.77
2008,7,22,42,7.0,1058,1,212,13,6,2,233.4,2,5,2,321.79
2008,5,21,17,38.0,1059,3,140,14,3,2,421.87,1,3,2,543.38
2008,5,12,1,3.0,1060,2,4,12,2,2,218.19,1,2,2,309.64
2008,7,11,45,9.0,1061,4,170,7,2,1,441.76,1,1,2,630.7
2008,8,2,29,14.0,1062,1,126,12,1,2,349.12,1,2,2,397.78
2008,5,18,13,11.0,1063,4,133,6,6,1,482.87,2,5,2,595.1
2008,5,9,48,37.0,1064,2,154,4,6,2,338.91,1,2,2,415.73
2008,7,2,29,14.0,1065,2,187,3,3,2,209.03,2,2,2,240.35
2008,5,2,41,19.0,1066,4,190,11,1,1,459.4,1,2,2,684.65
2008,5,3,42,8.0,1067,4,80,14,5,2,118.75,1,3,2,158.35
2008,7,16,6,7.0,1068,1,5,6,1,2,482.65,1,1,2,644.78
2008,7,19,5,7.0,1069,4,154,10,2,2,26.5,2,2,2,33.2
2008,4,4,34,3.0,1070,4,83,14,3,2,322.27,1,4,2,453.59
2008,8,23,11,3.0,1071,3,6,13,2,2,14.03,1,1,2,18.1
2008,8,25,9,18.0,1072,1,152,12,5,2,105.97,1,1,2,148.03
2008,5,18,38,45.0,1073,1,181,5,4,2,,2,4,2,
2008,8,20,40,33.0,1074,2,7,14,6,2,83.35,2,5,2,113.59
2008,5,25,41,37.0,1075,4,10,12,3,2,494.47,1,5,2,667.16
2008,4,30,9,28.0,1076,3,167,3,2,2,387.64,1,1,2,548.42
2008,7,18,8,36.0,1077,2,214,4,4,1,426.17,2,3,2,554.53
2008,7,10,44,16.0,1078,3,78,2,5,2,489.64,1,5,2,697.57
2008,7,11,40,15.0,1079,1,156,9,4,2,339.01,1,5,2,385.45
2008,8,29,3,29.0,1080,4,42,7,2,2,136.97,2,2,2,163.92
2008,4,17,13,18.0,1081,3,62,12,2,2,379.69,1,2,2,558.08
2008,8,26,19,46.0,1082,2,125,14,5,1,294.23,2,5,2,343.8
2008,8,24,34,46.0,1083,1,180,10,5,2,,1,3,2,
2008,4,25,32,19.0,1084,3,22,3,4,2,186.81,2,2,2,241.41
2008,4,23,49,29.0,1085,3,57,8,4,1,305.89,2,3,2,387.56
2008,4,24,16,6.0,1086,2,96,8,6,2,200.75,1,1,2,290.44
2008,4,20,36,45.0,1087,3,139,11,6,2,121.39,1,3,2,169.93
2008,7,16,18,47.0,1088,1,142,1,2,1,,1,2,2,
2008,6,20,14,27.0,1089,3,31,14,5,1,120.63,2,4,2,180.52
2008,6,13,30,7.0,1090,4,4,5,1,2,438.18,1,3,2,652.86
2008,4,2,2,27.0,1091,4,109,5,5,2,348.57,2,5,2,507.81
2008,6,24,13,19.0,1092,2,150,12,3,2,191.39,2,3,2,253.83
2008,6,27,27,17.0,1093,4,118,3,3,2,472.99,1,3,2,577.29
2008,4,2,17,41.0,1094,4,93,2,5,2,197.53,1,3,2,274.46
2008,6,25,31,11.0,1095,3,99,1,4,1,289.36,1,5,2,428.17
2008,8,14,15,5.0,1096,1,192,13,3,2,258.38,1,3,2,386.56
2008,5,4,20,2.0,1097,1,77,4,6,1,65.35,1,4,2,87.91
2008,5,17,5,47.0,1098,3,212,12,2,1,214.78,1,5,2,296.47
2008,4,13,7,12.0,1099,4,83,11,2,2,43.39,1,4,2,52.57
2008,7,4,18,42.0,1100,3,207,10,2,2,89.42,1,4,2,105.57
2008,4,3,11,42.0,1101,4,115,2,6,2,394.83,2,4,2,535.21
2008,7,12,32,11.0,1102,4,212,5,5,1,154.82,2,5,2,184.24
2008,5,22,27,10.0,1103,4,61,12,3,1,49.03,2,2,1,61.69
2008,4,23,26,28.0,1104,1,100,11,4,1,360.88,1,5,2,468.07
2008,8,8,37,7.0,1105,2,134,10,6,2,402.19,2,3,2,592.46
2008,6,2,45,14.0,1106,1,79,12,6,2,291.15,2,4,2,434.11
2008,7,6,28,13.0,1107,4,196,2,2,1,458.23,1,3,2,549.34
2008,6,22,2,5.0,1108,3,6,1,6,2,425.47,2,4,2,490.48
2008,6,10,20,42.0,1109,3,66,10,6,1,278.59,2,4,2,331.51
2008,4,12,4,8.0,1110,4,164,10,4,2,369.82,2,3,2,483.56
2008,6,21,13,1.0,1111,2,143,12,6,2,167.97,1,1,2,237.37
2008,8,10,24,5.0,1112,1,76,10,2,2,319.96,1,4,2,418.76
2008,6,10,48,11.0,1113,1,40,10,6,1,488.58,1,1,2,719.8
2008,4,23,38,43.0,1114,4,169,9,5,1,400.94,1,5,2,543.26
2008,8,3,40,10.0,1115,4,7,2,2,2,190.4,2,4,2,246.28
2008,5,20,48,15.0,1116,2,22,10,5,1,466.52,2,4,2,656.91
2008,6,10,45,39.0,1117,1,72,4,3,1,413.44,2,5,2,612.5
2008,4,29,29,47.0,1118,2,106,3,3,1,23.42,2,3,2,28.88
2008,5,9,36,29.0,1119,1,139,1,4,2,374.27,1,3,2,452.87
2008,5,20,2,25.0,1120,2,130,8,6,2,488.32,2,1,2,578.83
2008,7,19,41,6.0,1121,2,30,2,2,2,162.26,2,5,2,213.25
2008,8,14,18,11.0,1122,2,68,11,3,1,141.29,1,4,2,181.88
2008,6,2,49,17.0,1123,3,181,8,6,1,321.83,2,1,2,385.84
2008,4,5,8,15.0,1124,3,89,12,1,1,59.51,2,3,2,82.64
2008,7,20,15,16.0,1125,3,149,1,1,1,339.11,1,4,2,413.38
2008,8,29,41,2.0,1126,1,153,6,4,1,117.16,1,3,2,164.33
2008,7,29,17,36.0,1127,2,73,4,6,1,228.51,1,1,2,328.04
2008,8,8,23,19.0,1128,4,72,3,3,2,446.53,1,3,2,645.89
2008,8,7,2,38.0,1129,4,133,1,5,2,399.41,1,3,2,462.75
2008,6,6,6,21.0,1130,1,66,10,6,2,58.46,2,5,2,71.46
2008,8,11,29,11.0,1131,1,85,11,1,2,381.89,2,1,2,500.15
2008,7,12,27,41.0,1132,4,49,12,6,1,208.8,1,4,2,300.3
2008,8,18,37,3.0,1133,2,8,1,3,1,497.25,1,3,2,626.75
2008,6,19,49,34.0,1134,3,215,11,5,1,153.37,1,3,2,209.19
2008,6,10,34,18.0,1135,1,207,7,2,1,237.95,1,2,2,305.01
2008,7,25,18,15.0,1136,1,155,6,6,2,173.88,1,1,2,193.33
2008,5,29,42,25.0,1137,1,2,3,3,2,295.17,1,1,2,362.04
2008,5,25,10,15.0,1138,4,28,12,2,2,136.61,1,4,2,191.62
2008,8,21,38,30.0,1139,3,139,12,1,2,456.76,2,5,2,635.86
2008,4,14,44,17.0,1140,2,46,2,2,2,310.41,2,4,2,451.17
2008,8,3,17,18.0,1141,2,126,10,1,1,471.64,2,1,2,630.66
2008,7,18,13,31.0,1142,4,21,3,4,1,341.86,2,3,2,480.85
2008,7,24,48,43.0,1143,1,170,12,4,2,96.99,1,5,2,122.8
2008,7,15,42,18.0,1144,4,32,8,1,2,12.63,2,5,2,15.66
2008,7,6,27,35.0,1145,4,160,11,5,1,206.75,1,1,2,255.53
2008,7,10,2,13.0,1146,2,199,7,4,2,496.79,2,1,2,578.07
2008,6,27,34,14.0,1147,3,150,13,5,1,439.08,2,4,2,559.88
2008,5,12,31,36.0,1148,2,206,14,5,1,424.17,2,2,2,604.14
2008,7,7,23,18.0,1149,4,77,12,5,1,286.5,1,1,2,316.54
2008,4,17,7,5.0,1150,4,21,13,3,2,51.95,1,1,2,69.09
2008,4,1,38,14.0,1151,1,150,7,6,2,12.51,2,4,2,14.63
2008,4,26,33,25.0,1152,1,34,5,3,1,420.12,1,1,2,587.19
2008,4,18,12,44.0,1153,4,138,12,6,1,92.81,1,4,2,107.3
2008,6,26,45,39.0,1154,2,65,10,6,1,42.97,2,1,1,50.09
2008,4,15,12,12.0,1155,1,65,3,5,1,356.33,1,3,2,398.04
2008,7,19,19,40.0,1156,3,88,1,1,1,5.58,1,1,2,7.13
2008,8,28,9,28.0,1157,3,67,1,6,1,371.7,1,2,2,505.15
2008,4,1,10,35.0,1158,4,43,6,4,1,100.2,1,5,2,121.79
2008,6,30,17,1.0,1159,3,115,4,2,2,164.09,2,4,2,183.21
2008,6,5,40,3.0,1160,3,169,7,3,1,89.99,1,2,1,132.56
2008,4,15,39,43.0,1161,1,141,10,3,1,389.69,2,4,2,562.79
2008,8,3,41,7.0,1162,1,118,10,2,2,244.96,1,2,2,314.8
2008,4,1,10,9.0,1163,2,4,10,5,2,87.09,2,4,2,124.48
2008,6,8,12,36.0,1164,1,23,1,6,1,24.07,2,4,2,34.19
2008,5,12,15,23.0,1165,2,70,13,2,2,493.42,1,5,2,653.61
2008,7,27,31,24.0,1166,1,162,6,5,1,358.61,2,1,2,470.04
2008,6,22,15,10.0,1167,4,41,7,3,1,341.58,2,4,2,464.69
2008,4,25,28,12.0,1168,2,146,1,2,2,253.89,1,4,2,352.62
2008,7,19,4,19.0,1169,4,120,2,6,1,220.32,1,5,2,314.69
2008,4,25,36,32.0,1170,2,90,9,1,2,399.0,2,4,2,530.59
2008,4,25,1,24.0,1171,3,161,9,4,2,414.17,2,4,2,579.22
2008,5,12,44,22.0,1172,2,153,6,4,2,35.25,2,3,2,41.39
2008,7,13,34,3.0,1173,2,52,11,4,2,430.41,2,3,2,601.91
2008,7,28,47,40.0,1174,2,145,4,2,1,381.97,2,3,2,429.05
2008,5,1,17,27.0,1175,2,51,7,6,1,245.68,2,5,2,334.96
2008,6,19,39,19.0,1176,2,131,5,5,1,240.78,2,4,2,333.48
2008,4,6,38,9.0,1177,3,55,3,6,1,418.22,2,5,2,621.9
2008,8,8,44,13.0,1178,2,214,4,6,2,397.81,1,5,2,504.71
2008,4,4,33,2.0,1179,4,184,2,3,2,73.7,1,2,1,84.43
2008,4,5,21,36.0,1180,2,119,14,4,2,276.85,2,1,2,341.59
2008,6,25,26,29.0,1181,2,113,6,2,2,484.83,1,2,2,614.61
2008,4,22,46,11.0,1182,4,35,3,4,1,369.05,2,1,2,519.62
2008,5,28,36,34.0,1183,1,68,7,6,2,486.62,2,2,2,571.53
2008,5,7,5,4.0,1184,1,187,4,5,2,389.12,2,4,2,454.46
2008,7,23,33,4.0,1185,3,92,14,1,2,264.71,1,5,2,314.45
2008,8,4,1,1.0,1186,2,59,8,1,2,304.43,1,2,2,362.99
2008,4,20,6,25.0,1187,2,13,11,6,2,356.16,1,2,2,523.38
2008,4,4,37,26.0,1188,1,62,14,3,1,365.77,2,4,2,425.81
2008,6,30,2,11.0,1189,2,94,1,1,1,375.04,1,5,2,474.5
2008,5,15,5,23.0,1190,3,175,9,1,1,465.48,2,1,2,587.12
2008,8,27,26,2.0,1191,4,204,3,2,2,158.04,1,2,2,181.91
2008,7,21,41,19.0,1192,2,3,3,2,2,415.59,1,1,2,475.26
2008,5,5,47,29.0,1193,4,21,5,3,2,286.99,2,3,2,420.13
2008,7,24,13,40.0,1194,3,104,10,6,2,443.24,2,2,2,635.85
2008,6,9,12,4.0,1195,1,65,1,3,1,317.39,2,5,2,467.61
2008,6,2,5,16.0,1196,3,146,14,6,1,467.9,1,3,2,574.04
2008,4,27,2,47.0,1197,3,13,3,2,2,214.9,1,3,2,281.65
2008,8,7,4,37.0,1198,3,199,4,1,2,54.15,1,2,2,65.11
2008,7,17,27,27.0,1199,3,77,14,6,1,324.21,2,2,2,407.45
2008,5,16,10,5.0,1200,4,209,2,5,1,388.42,2,3,2,550.65
2008,6,17,13,15.0,1201,3,109,12,1,1,347.26,2,2,2,448.14
2008,4,20,44,23.0,1202,3,96,6,1,2,363.87,1,5,2,416.21
2008,4,26,2,3.0,1203,3,93,10,5,2,19.3,1,5,2,21.25
2008,7,23,26,18.0,1204,3,45,4,3,2,,1,3,2,
2008,6,2,15,43.0,1205,4,62,1,2,1,135.77,2,2,2,159.3
2008,8,11,46,26.0,1206,3,30,3,3,2,209.86,2,3,2,297.5
2008,6,2,10,6.0,1207,1,203,7,3,2,212.12,2,5,2,289.89
2008,7,1,22,44.0,1208,3,14,14,3,1,453.84,1,2,2,651.41
2008,7,26,40,17.0,1209,3,181,3,2,1,373.18,1,5,2,473.01
2008,6,2,25,46.0,1210,2,10,13,3,1,312.0,1,2,2,416.04
2008,7,29,15,38.0,1211,2,200,6,3,2,64.39,1,4,2,81.58
2008,6,23,13,42.0,1212,2,159,11,4,2,165.1,2,5,2,196.22
2008,5,9,8,27.0,1213,3,6,6,1,1,248.43,2,1,2,335.97
2008,6,22,21,20.0,1214,1,211,1,4,2,61.88,1,2,1,77.69
2008,6,26,21,6.0,1215,1,119,2,2,2,287.8,2,4,2,345.28
2008,7,2,22,35.0,1216,2,19,10,6,2,111.1,1,4,2,163.92
2008,7,28,46,12.0,1217,2,12,11,6,1,,2,4,2,
2008,4,15,33,3.0,1218,3,117,12,5,1,415.32,1,5,2,585.9
2008,4,10,45,4.0,1219,1,192,11,6,1,301.48,2,1,2,397.9
2008,5,15,27,45.0,1220,1,103,6,5,1,182.95,2,4,2,257.08
2008,4,10,40,4.0,1221,2,114,2,6,2,27.05,2,3,2,30.73
2008,6,29,22,4.0,1222,1,82,14,4,2,316.35,1,2,2,397.39
2008,7,25,30,39.0,1223,2,183,13,4,1,393.37,2,2,2,557.96
2008,4,23,9,21.0,1224,2,195,2,4,1,396.25,1,1,2,565.06
2008,4,27,45,44.0,1225,4,9,4,1,2,244.81,2,1,2,346.54
2008,5,17,35,2.0,1226,4,134,12,2,2,74.51,2,5,2,104.15
2008,5,28,18,16.0,1227,3,129,13,6,1,37.08,1,3,2,46.37
2008,6,9,42,7.0,1228,2,170,14,6,2,32.59,2,2,1,45.19
2008,7,18,5,19.0,1229,3,93,8,6,1,128.49,1,4,2,146.96
2008,5,4,27,43.0,1230,4,183,6,3,2,75.03,2,4,2,87.41
2008,4,9,6,33.0,1231,1,177,14,4,1,88.59,2,2,2,116.58
2008,7,16,32,9.0,1232,4,99,8,1,2,351.0,2,3,2,463.26
2008,7,4,8,37.0,1233,4,99,4,5,1,93.86,1,3,2,120.96
2008,4,16,39,17.0,1234,4,30,11,5,1,347.71,1,4,2,484.71
2008,5,19,21,27.0,1235,1,35,3,5,2,179.05,1,2,2,237.34
2008,4,1,18,33.0,1236,4,63,7,4,1,388.52,2,4,2,437.58
2008,7,23,14,12.0,1237,2,150,7,5,2,83.73,1,5,2,121.82
2008,8,6,15,45.0,1238,2,171,2,5,1,16.57,2,2,2,22.39
2008,8,10,42,11.0,1239,4,28,1,5,1,49.16,1,3,2,71.68
2008,6,16,26,13.0,1240,3,146,11,3,1,483.24,1,4,2,614.59
2008,4,4,44,31.0,1241,3,32,8,5,1,271.29,2,1,2,298.62
2008,4,22,32,13.0,1242,1,69,3,1,1,,1,1,2,
2008,6,22,39,38.0,1243,1,182,6,4,1,483.67,1,5,2,641.54
2008,6,13,28,26.0,1244,2,162,7,6,2,389.12,2,1,2,431.09
2008,6,16,39,31.0,1245,2,159,8,3,1,60.76,2,5,2,80.75
2008,7,20,43,22.0,1246,4,110,6,3,2,213.78,2,5,2,314.78
2008,4,30,32,6.0,1247,3,97,7,4,2,411.59,2,3,2,487.11
2008,7,29,13,20.0,1248,2,132,5,5,2,334.17,1,3,2,405.25
2008,6,6,15,21.0,1249,3,142,3,6,2,111.79,1,2,2,152.01
2008,4,26,18,10.0,1250,1,15,2,6,2,403.83,2,4,2,576.82
2008,7,11,39,19.0,1251,1,188,7,5,2,281.62,2,1,2,382.07
2008,7,24,6,35.0,1252,4,20,8,2,1,395.22,2,4,2,540.93
2008,6,29,11,26.0,1253,4,20,14,5,2,315.1,1,4,2,387.79
2008,4,3,32,7.0,1254,2,177,8,6,1,234.12,2,5,2,258.47
2008,6,20,40,37.0,1255,3,99,13,1,1,365.61,1,1,2,525.0
2008,4,10,20,8.0,1256,2,68,3,5,1,433.5,2,3,2,649.43
2008,8,29,33,5.0,1257,2,18,2,4,1,,1,4,2,
2008,5,28,40,44.0,1258,3,152,13,5,1,19.74,2,5,2,24.85
2008,5,30,8,36.0,1259,2,155,9,4,2,298.65,1,3,2,370.54
2008,5,1,35,28.0,1260,4,33,6,3,1,49.72,2,5,2,73.78
2008,6,20,5,3.0,1261,3,125,10,2,1,165.64,1,4,2,247.69
2008,8,11,35,39.0,1262,3,64,3,3,2,277.14,2,4,2,372.72
2008,4,26,47,8.0,1263,2,153,5,4,2,175.91,2,4,2,229.7
2008,7,26,14,15.0,1264,3,69,1,2,1,144.06,1,1,2,188.22
2008,4,12,21,27.0,1265,4,146,2,3,2,14.96,1,1,1,17.66
2008,7,14,47,36.0,1266,4,45,9,5,2,138.29,1,4,2,192.4
2008,4,25,24,16.0,1267,1,110,10,6,1,195.48,1,1,2,228.4
2008,8,8,17,26.0,1268,1,20,11,6,1,148.68,1,5,2,176.01
2008,7,11,18,45.0,1269,1,35,10,5,1,316.07,1,5,2,432.91
2008,6,4,34,44.0,1270,1,134,3,2,1,334.58,2,2,2,484.38
2008,4,28,12,4.0,1271,2,91,8,3,2,391.05,2,3,2,534.32
2008,4,7,16,12.0,1272,1,203,10,1,2,97.02,1,5,2,125.15
2008,7,10,4,17.0,1273,1,9,8,1,1,311.37,1,3,2,429.1
2008,6,19,25,41.0,1274,1,180,5,1,1,217.88,2,2,2,279.32
2008,6,25,34,44.0,1275,1,156,8,3,1,164.83,1,2,2,224.45
2008,8,26,28,26.0,1276,2,19,2,6,1,243.97,2,3,2,344.52
2008,6,4,46,31.0,1277,1,103,2,3,1,243.24,2,4,2,268.99
2008,6,2,11,15.0,1278,3,85,12,3,1,321.49,2,3,2,381.8
2008,6,26,13,34.0,1279,4,63,4,4,2,281.81,1,5,2,389.25
2008,5,21,31,29.0,1280,3,95,8,6,1,317.48,2,3,2,400.2
2008,8,18,25,9.0,1281,2,135,2,1,2,490.34,1,5,2,641.79
2008,4,14,39,14.0,1282,2,37,4,1,1,406.18,1,5,2,558.09
2008,7,26,10,36.0,1283,2,89,8,1,2,149.57,1,5,2,196.03
2008,4,16,24,4.0,1284,4,92,3,6,1,269.08,2,4,2,386.07
2008,8,22,1,38.0,1285,1,36,8,4,2,118.53,2,4,2,148.36
2008,7,11,25,37.0,1286,2,17,12,4,2,261.85,2,2,2,360.49
2008,8,10,28,24.0,1287,1,90,2,3,1,357.48,1,1,2,454.06
2008,6,17,36,17.0,1288,2,92,14,6,1,37.56,2,4,2,49.27
2008,7,14,18,13.0,1289,4,165,1,6,1,73.03,2,4,2,83.66
2008,6,22,6,20.0,1290,3,209,14,1,1,8.62,2,2,2,12.35
2008,4,4,2,17.0,1291,3,188,14,1,1,192.44,2,2,2,236.31
2008,4,19,3,27.0,1292,4,49,14,6,2,384.82,2,2,2,469.67
2008,7,2,46,33.0,1293,1,81,6,5,1,227.51,1,3,2,258.34
2008,7,7,8,21.0,1294,2,184,8,6,2,287.54,1,5,2,374.54
2008,8,9,31,17.0,1295,3,34,9,5,2,296.99,1,4,2,376.33
2008,8,28,48,22.0,1296,4,215,10,5,1,49.32,1,5,2,56.2
2008,6,19,19,25.0,1297,1,158,8,4,1,91.36,1,1,2,127.96
2008,7,16,6,3.0,1298,3,155,2,3,1,458.03,2,2,2,516.0
2008,4,22,14,27.0,1299,4,179,1,2,1,232.06,1,1,2,268.73
2008,8,25,3,27.0,1300,2,137,7,1,2,212.21,2,2,2,272.54
2008,8,16,48,46.0,1301,4,20,7,5,2,376.74,2,2,2,468.33
2008,4,18,1,12.0,1302,1,215,13,1,2,27.37,2,1,2,33.12
2008,8,23,44,15.0,1303,3,175,12,1,2,421.19,2,5,2,558.32
2008,6,21,30,38.0,1304,2,147,13,1,1,336.87,1,1,2,441.2
2008,7,21,46,20.0,1305,1,68,3,6,2,76.74,2,3,2,97.69
2008,4,11,19,22.0,1306,4,77,6,3,1,37.14,2,4,2,52.38
2008,7,7,19,2.0,1307,3,102,7,1,2,6.43,1,4,2,8.35
2008,8,9,9,4.0,1308,3,140,14,3,2,150.61,2,5,2,224.64
2008,8,4,7,45.0,1309,1,125,9,2,2,165.78,2,5,2,235.53
2008,4,25,46,13.0,1310,2,73,1,2,2,92.52,2,5,2,105.71
2008,6,30,37,32.0,1311,1,207,13,4,1,,1,1,2,
2008,5,13,41,22.0,1312,3,213,3,1,1,283.21,2,1,2,372.24
2008,4,27,7,25.0,1313,3,79,5,5,2,60.87,2,1,2,78.37
2008,5,26,9,27.0,1314,3,113,3,4,1,104.56,1,2,2,116.98
2008,5,25,4,17.0,1315,2,133,8,6,2,283.19,1,1,2,371.34
2008,6,29,25,6.0,1316,3,197,10,4,2,353.71,1,4,2,474.73
2008,5,4,49,43.0,1317,3,25,6,2,2,,2,4,2,
2008,5,19,12,16.0,1318,1,216,2,5,1,257.72,2,2,2,372.78
2008,6,2,6,8.0,1319,3,101,1,1,2,61.05,1,1,2,80.75
2008,5,9,18,33.0,1320,4,31,10,1,1,297.81,2,1,2,421.28
2008,5,12,40,10.0,1321,1,174,5,2,2,497.7,1,3,2,664.29
2008,5,2,21,34.0,1322,3,34,11,6,1,442.12,2,3,2,647.14
2008,4,6,15,19.0,1323,1,169,9,3,2,391.18,2,4,2,463.81
2008,4,5,3,14.0,1324,1,206,10,2,2,368.63,2,5,2,528.13
2008,4,30,2,3.0,1325,4,68,9,5,1,379.0,1,4,2,484.82
2008,6,5,41,41.0,1326,1,215,1,3,2,49.9,2,2,1,68.81
2008,8,20,40,23.0,1327,1,122,3,5,2,262.49,2,1,2,348.18
2008,5,22,4,40.0,1328,2,166,13,1,2,346.34,2,3,2,396.05
2008,5,5,32,11.0,1329,3,46,6,3,2,41.0,2,4,2,52.26
2008,6,27,2,47.0,1330,2,69,5,5,2,457.81,2,2,2,626.99
2008,5,4,46,6.0,1331,3,27,4,1,1,68.21,2,5,2,99.54
2008,4,29,29,34.0,1332,1,171,13,5,1,48.66,1,4,2,57.78
2008,8,9,2,1.0,1333,3,206,2,3,1,66.1,2,1,2,82.1
2008,7,29,34,35.0,1334,1,199,12,1,2,214.5,1,1,2,266.89
2008,5,22,27,25.0,1335,3,45,12,5,1,273.87,1,3,2,358.7
2008,4,27,39,29.0,1336,1,18,12,4,2,51.9,2,2,1,75.01
2008,7,10,44,23.0,1337,3,32,4,3,2,394.06,1,5,2,495.81
2008,8,16,38,18.0,1338,3,2,5,3,1,104.08,1,5,2,120.6
2008,7,10,18,14.0,1339,3,169,12,3,2,282.43,2,2,2,367.9
2008,4,29,36,17.0,1340,1,20,2,6,1,248.11,1,3,2,276.66
2008,7,10,19,2.0,1341,3,186,10,1,1,453.29,2,1,2,561.07
2008,6,29,27,31.0,1342,1,38,1,3,2,447.19,2,5,2,583.89
2008,7,19,45,19.0,1343,2,1,7,5,1,123.01,1,2,2,160.78
